,price
2498,32999
2499,11999
2500,43860
2501,33000
2502,36995
2503,5800
2504,20995
2505,32107
2506,47541
2507,19470
2508,55000
2509,14200
2510,16488
2511,35500
2512,29500
2513,90000
2514,5500
2515,42995
2516,69000
2517,26750
2518,24000
2519,27599
2520,60000
2521,29995
2522,185000
2523,14999
2524,27000
2525,25980
2526,39900
2527,62900
2528,71950
2529,31906
2530,36998
2531,11990
2532,149500
2533,20000
2534,42000
2535,17500
2536,29500
2537,11000
2538,20199
2539,92000
2540,7500
2541,15300
2542,53000
2543,34918
2544,96500
2545,40000
2546,27890
2547,14945
2548,17900
2549,8750
2550,18000
2551,4000
2552,6700
2553,34500
2554,37995
2555,65000
2556,42800
2557,47500
2558,12000
2559,9999
2560,72900
2561,23500
2562,5699
2563,57999
2564,39777
2565,19999
2566,78500
2567,84997
2568,36995
2569,43000
2570,89900
2571,20150
2572,4500
2573,16750
2574,4700
2575,27798
2576,26500
2577,49990
2578,16499
2579,33400
2580,27000
2581,359991
2582,11200
2583,43000
2584,164725
2585,52999
2586,16500
2587,22999
2588,20000
2589,159500
2590,21495
2591,17000
2592,9500
2593,43900
2594,26095
2595,45500
2596,41500
2597,55000
2598,169000
2599,60500
2600,17500
2601,55655
2602,48990
2603,27599
2604,7900
2605,48000
2606,7200
2607,20784
2608,7500
2609,23998
2610,12995
2611,13800
2612,83500
2613,19800
2614,40000
2615,23739
2616,8500
2617,35707
2618,23999
2619,67500
2620,7500
2621,6750
2622,19290
2623,6699
2624,34600
2625,22000
2626,51698
2627,16998
2628,7599
2629,29995
2630,14999
2631,22800
2632,42000
2633,78000
2634,23500
2635,24700
2636,146000
2637,55999
2638,15500
2639,39900
2640,17000
2641,27500
2642,9500
2643,52500
2644,19900
2645,51999
2646,44500
2647,124000
2648,135000
2649,96000
2650,41900
2651,33995
2652,30000
2653,73000
2654,52000
2655,20500
2656,19977
2657,25900
2658,32913
2659,11000
2660,12000
2661,38698
2662,9000
2663,19000
2664,16000
2665,54900
2666,20000
2667,27450
2668,28000
2669,10500
2670,24000
2671,19425
2672,44600
2673,31000
2674,47350
2675,9000
2676,39750
2677,149000
2678,19900
2679,33499
2680,25000
2681,13000
2682,32400
2683,19800
2684,11000
2685,25990
2686,8995
2687,42800
2688,21000
2689,42000
2690,12900
2691,28500
2692,7000
2693,52900
2694,133500
2695,44800
2696,60000
2697,35470
2698,52590
2699,35500
2700,50999
2701,63100
2702,25900
2703,188500
2704,106798
2705,29999
2706,15495
2707,10200
2708,162500
2709,27000
2710,13000
2711,22000
2712,11250
2713,49999
2714,11000
2715,24850
2716,11500
2717,104900
2718,99900
2719,39500
2720,62900
2721,71999
2722,31500
2723,27450
2724,15000
2725,12468
2726,16000
2727,17000
2728,4800
2729,37000
2730,54999
2731,14500
2732,9888
2733,21500
2734,34500
2735,69000
2736,94000
2737,16500
2738,42000
2739,25000
2740,16500
2741,52000
2742,142998
2743,18000
2744,25500
2745,28500
2746,38005
2747,69685
2748,29999
2749,74900
2750,41598
2751,18000
2752,13250
2753,12900
2754,26999
2755,24500
2756,18000
2757,32250
2758,19500
2759,35500
2760,6000
2761,23000
2762,47995
2763,6250
2764,6000
2765,32500
2766,25500
2767,45500
2768,36570
2769,42800
2770,14999
2771,22450
2772,29798
2773,179900
2774,42000
2775,23000
2776,6000
2777,10900
2778,59590
2779,84620
2780,38000
2781,36495
2782,44870
2783,71999
2784,75500
2785,19990
2786,35500
2787,78000
2788,35113
2789,17500
2790,29500
2791,29995
2792,29000
2793,33591
2794,16000
2795,21000
2796,5700
2797,68000
2798,47798
2799,39100
2800,49273
2801,24900
2802,30000
2803,59500
2804,35000
2805,18051
2806,45000
2807,24200
2808,30890
2809,13500
2810,42388
2811,9950
2812,19950
2813,9000
2814,52999
2815,13000
2816,46500
2817,31500
2818,17500
2819,14000
2820,45000
2821,6500
2822,30000
2823,29000
2824,10500
2825,42433
2826,16500
2827,36500
2828,40000
2829,23754
2830,65000
2831,99750
2832,63598
2833,11500
2834,28900
2835,73500
2836,44605
2837,64683
2838,12500
2839,10500
2840,62499
2841,7900
2842,36500
2843,44950
2844,53900
2845,34000
2846,17500
2847,12900
2848,30500
2849,28000
2850,38880
2851,29500
2852,26500
2853,98900
2854,27450
2855,21900
2856,18999
2857,31113
2858,42590
2859,30500
2860,8450
2861,34950
2862,5995
2863,72999
2864,73000
2865,49998
2866,26990
2867,55000
2868,9200
2869,42598
2870,8500
2871,40998
2872,31999
2873,19425
2874,47950
2875,7500
2876,67900
2877,21500
2878,8900
2879,60000
2880,63500
2881,36000
2882,9950
2883,24000
2884,28500
2885,34999
2886,47000
2887,26000
2888,28750
2889,37000
2890,43389
2891,15000
2892,16900
2893,15500
2894,89900
2895,75000
2896,25925
2897,25498
2898,133000
2899,16800
2900,29255
2901,21500
2902,19600
2903,112500
2904,14000
2905,34599
2906,188900
2907,48900
2908,17950
2909,10750
2910,10900
2911,70000
2912,43550
2913,29000
2914,19950
2915,93500
2916,98900
2917,30000
2918,12000
2919,92000
2920,69500
2921,159500
2922,52500
2923,9950
2924,60995
2925,24995
2926,12500
2927,20599
2928,19500
2929,31500
2930,35900
2931,26999
2932,24000
2933,13300
2934,13998
2935,20848
2936,33172
2937,29950
2938,70000
2939,69790
2940,15599
2941,12995
2942,489000
2943,12900
2944,15900
2945,14980
2946,9200
2947,59000
2948,6500
2949,19500
2950,39500
2951,209995
2952,57500
2953,42500
2954,41598
2955,26500
2956,45900
2957,16500
2958,48149
2959,12000
2960,20470
2961,7899
2962,21612
2963,13000
2964,1950995
2965,10000
2966,17500
2967,26600
2968,35998
2969,15500
2970,68500
2971,240000
2972,39900
2973,7500
2974,24999
2975,259500
2976,11499
2977,52000
2978,82500
2979,34500
2980,44850
2981,41500
2982,38000
2983,81000
2984,20900
2985,27633
2986,26288
2987,11000
2988,29900
2989,21900
2990,49995
2991,6500
2992,7000
2993,12000
2994,17000
2995,100000
2996,72777
2997,10995
2998,11970
2999,39500
3000,47000
3001,45000
3002,33995
3003,48219
3004,51900
3005,8250
3006,5000
3007,8700
3008,31500
3009,82950
3010,9000
3011,9998
3012,52000
3013,38200
3014,34995
3015,16500
3016,8000
3017,38005
3018,42500
3019,49950
3020,13000
3021,65900
3022,53000
3023,22000
3024,90000
3025,54500
3026,49999
3027,18900
3028,39999
3029,44900
3030,142998
3031,26000
3032,17500
3033,38000
3034,65990
3035,18300
3036,199998
3037,16500
3038,27798
3039,17900
3040,14500
3041,29993
3042,28600
3043,21000
3044,18300
3045,22000
3046,9995
3047,4500
3048,32600
3049,23000
3050,30775
3051,31500
3052,72900
3053,132900
3054,11000
3055,8500
3056,27500
3057,17900
3058,19500
3059,140000
3060,7599
3061,40598
3062,12250
3063,67000
3064,53000
3065,20000
3066,17999
3067,75500
3068,19000
3069,20708
3070,489995
3071,15990
3072,49500
3073,27000
3074,31950
3075,27599
3076,26500
3077,3600
3078,8000
3079,20999
3080,15500
3081,15500
3082,42250
3083,32500
3084,18650
3085,54900
3086,30000
3087,74995
3088,36740
3089,30950
3090,7200
3091,40000
3092,24500
3093,6250
3094,65990
3095,79950
3096,62000
3097,54500
3098,51698
3099,59000
3100,11000
3101,98900
3102,72995
3103,10000
3104,48889
3105,17900
3106,29994
3107,24840
3108,75950
3109,85495
3110,62500
3111,16000
3112,87500
3113,12000
3114,14500
3115,85000
3116,8900
3117,41500
3118,28900
3119,16900
3120,29800
3121,28590
3122,43500
3123,32900
3124,25900
3125,95500
3126,43550
3127,35619
3128,11000
3129,143900
3130,129900
3131,43000
3132,41899
3133,8500
3134,229900
3135,20995
3136,29000
3137,279950
3138,20150
3139,12490
3140,238900
3141,9999
3142,9000
3143,27500
3144,15000
3145,7000
3146,229900
3147,28000
3148,24500
3149,8999
3150,68900
3151,61500
3152,32000
3153,38322
3154,46500
3155,29000
3156,30000
3157,15000
3158,28251
3159,9200
3160,24900
3161,71999
3162,65688
3163,22800
3164,36139
3165,32000
3166,6900
3167,179900
3168,10000
3169,10200
3170,39990
3171,73000
3172,17000
3173,26000
3174,18700
3175,68500
3176,43500
3177,130000
3178,28000
3179,23900
3180,10800
3181,29000
3182,19500
3183,26816
3184,16600
3185,7900
3186,32000
3187,12000
3188,32500
3189,17000
3190,15000
3191,29900
3192,37500
3193,25000
3194,29995
3195,7200
3196,7500
3197,93000
3198,36800
3199,36950
3200,162950
3201,87500
3202,11500
3203,28748
3204,11000
3205,48000
3206,95998
3207,49900
3208,26500
3209,7700
3210,59598
3211,136900
3212,11500
3213,42590
3214,65998
3215,29500
3216,83598
3217,14980
3218,25000
3219,45000
3220,46999
3221,17700
3222,21000
3223,7500
3224,4900
3225,37000
3226,38500
3227,53000
3228,30000
3229,18000
3230,29999
3231,49000
3232,31990
3233,5000
3234,11500
3235,15599
3236,20999
3237,17000
3238,38900
3239,42598
3240,5100
3241,40655
3242,12300
3243,24000
3244,27000
3245,147500
3246,32000
3247,55000
3248,20000
3249,20800
3250,23950
3251,4900
3252,18000
3253,24900
3254,17000
3255,6500
3256,38598
3257,42850
3258,488880
3259,35998
3260,33295
3261,15000
3262,39000
3263,429998
3264,20000
3265,10000
3266,24590
3267,26000
3268,61900
3269,18000
3270,32999
3271,7500
3272,6500
3273,12000
3274,29990
3275,85000
3276,86900
3277,45999
3278,17000
3279,28995
3280,19290
3281,15000
3282,38500
3283,26000
3284,21750
3285,49500
3286,9000
3287,12000
3288,73900
3289,26900
3290,17500
3291,18500
3292,4000
3293,449991
3294,26950
3295,12980
3296,46000
3297,8400
3298,20500
3299,17000
3300,6000
3301,13046
3302,42598
3303,15900
3304,54500
3305,26545
3306,75000
3307,35800
3308,51500
3309,4000
3310,29000
3311,21499
3312,15000
3313,17000
3314,23750
3315,39853
3316,31700
3317,83999
3318,49599
3319,15599
3320,9500
3321,30000
3322,12000
3323,24900
3324,24998
3325,19500
3326,37000
3327,13900
3328,10300
3329,41500
3330,19999
3331,51999
3332,19500
3333,37900
3334,23500
3335,27500
3336,15000
3337,48295
3338,29000
3339,19500
3340,29614
3341,19500
3342,24999
3343,8400
3344,40598
3345,25500
3346,12000
3347,49999
3348,58504
3349,67000
3350,7500
3351,18000
3352,124990
3353,7999
3354,55000
3355,44999
3356,21900
3357,43000
3358,16500
3359,71998
3360,18000
3361,30000
3362,40900
3363,43663
3364,32500
3365,21500
3366,144664
3367,146000
3368,7950
3369,23977
3370,32250
3371,31950
3372,33995
3373,9995
3374,9500
3375,41599
3376,19000
3377,53000
3378,9950
3379,25221
3380,85000
3381,43000
3382,9250
3383,49999
3384,65990
3385,29900
3386,25000
3387,78000
3388,18000
3389,23000
3390,29500
3391,42499
3392,130000
3393,13250
3394,28450
3395,9000
3396,10995
3397,13500
3398,52500
3399,50000
3400,31500
3401,349950
3402,31000
3403,33500
3404,54000
3405,9000
3406,6250
3407,50658
3408,81500
3409,21500
3410,489000
3411,46500
3412,12500
3413,36880
3414,10000
3415,65499
3416,50000
3417,14500
3418,79999
3419,68750
3420,99750
3421,11500
3422,33299
3423,28500
3424,89999
3425,131000
3426,8500
3427,8300
3428,52900
3429,46798
3430,88900
3431,39853
3432,17100
3433,25500
3434,22995
3435,29000
3436,174900
3437,41000
3438,9450
3439,70000
3440,65990
3441,15500
3442,243900
3443,19999
3444,49273
3445,14500
3446,22000
3447,16500
3448,108900
3449,53722
3450,11900
3451,38598
3452,15990
3453,35000
3454,39998
3455,23977
3456,30000
3457,29600
3458,12500
3459,30500
3460,28995
3461,16975
3462,10000
3463,5500
3464,85495
3465,27500
3466,32999
3467,56740
3468,74900
3469,10000
3470,60995
3471,36300
3472,38436
3473,25000
3474,21000
3475,27800
3476,46000
3477,4999
3478,36949
3479,18000
3480,45000
3481,28750
3482,43900
3483,48815
3484,24500
3485,28900
3486,30000
3487,76598
3488,21900
3489,38978
3490,25000
3491,26000
3492,17816
3493,17500
3494,40000
3495,26500
3496,37500
3497,2500
3498,49500
3499,8500
3500,92000
3501,31000
3502,35999
3503,28000
3504,488880
3505,17900
3506,10000
3507,6000
3508,21000
3509,18200
3510,14500
3511,15900
3512,23000
3513,41950
3514,53600
3515,69000
3516,69900
3517,36000
3518,42900
3519,56515
3520,24000
3521,19800
3522,9499
3523,42500
3524,122950
3525,20000
3526,20000
3527,39985
3528,68500
3529,4500
3530,56000
3531,28000
3532,9800
3533,6500
3534,46850
3535,38000
3536,23950
3537,39500
3538,17000
3539,29995
3540,32999
3541,172000
3542,12499
3543,59000
3544,69500
3545,8500
3546,26000
3547,124900
3548,46900
3549,36000
3550,46500
3551,71200
3552,172900
3553,10750
3554,4999
3555,10950
3556,25900
3557,35000
3558,21000
3559,12250
3560,44605
3561,22000
3562,69900
3563,26500
3564,11995
3565,33400
3566,89000
3567,47449
3568,71200
3569,74500
3570,27900
3571,34645
3572,12950
3573,33999
3574,31750
3575,21500
3576,39998
3577,599995
3578,54000
3579,53999
3580,60998
3581,7700
3582,18000
3583,8500
3584,9900
3585,24999
3586,47500
3587,7500
3588,77999
3589,36340
3590,86000
3591,55000
3592,17550
3593,27000
3594,46000
3595,16000
3596,32000
3597,34900
3598,16499
3599,42500
3600,12500
3601,61900
3602,52000
3603,69900
3604,15363
3605,35000
3606,23400
3607,30499
3608,12500
3609,47498
3610,81500
3611,29950
3612,34000
3613,39998
3614,39500
3615,20900
3616,32999
3617,50000
3618,47000
3619,36727
3620,28000
3621,17900
3622,11500
3623,17950
3624,21750
3625,22500
3626,37000
3627,6750
3628,21375
3629,37698
3630,28000
3631,24900
3632,157500
3633,124995
3634,18500
3635,19950
3636,32500
3637,97993
3638,5500
3639,26900
3640,28000
3641,15500
3642,16500
3643,16500
3644,26288
3645,34500
3646,61900
3647,21499
3648,17000
3649,15500
3650,25500
3651,45000
3652,116911
3653,17238
3654,54000
3655,27500
3656,36750
3657,22500
3658,89900
3659,10000
3660,299000
3661,39857
3662,28500
3663,12900
3664,18750
3665,47000
3666,257000
3667,16500
3668,53722
3669,49000
3670,27450
3671,21900
3672,10950
3673,42000
3674,54000
3675,9500
3676,29645
3677,44999
3678,7900
3679,42000
3680,29000
3681,2000
3682,11500
3683,20999
3684,34000
3685,89999
3686,179900
3687,68998
3688,29000
3689,30000
3690,48600
3691,95000
3692,78499
3693,18000
3694,46500
3695,14500
3696,41000
3697,79999
3698,54500
3699,48500
3700,36969
3701,18999
3702,89000
3703,58598
3704,15000
3705,124000
3706,29000
3707,62499
3708,25215
3709,36599
3710,43430
3711,12975
3712,35500
3713,54000
3714,79998
3715,22000
3716,16000
3717,28900
3718,22500
3719,78900
3720,149500
3721,9100
3722,92500
3723,73897
3724,143900
3725,42000
3726,35750
3727,65499
3728,45000
3729,197499
3730,7500
3731,36950
3732,4000
3733,24000
3734,32000
3735,76740
3736,30000
3737,77430
3738,27995
3739,165000
3740,51500
3741,64000
3742,26497
3743,62499
3744,35999
3745,24000
3746,69998
3747,3500
3748,9995
3749,15750
3750,24500
3751,30950
3752,22000
3753,64683
3754,32913
3755,12500
3756,36000
3757,204900
3758,44340
3759,13900
3760,34600
3761,52500
3762,51900
3763,4999
3764,9995
3765,12000
3766,42998
3767,32100
3768,61998
3769,98900
3770,14000
3771,20000
3772,11500
3773,20000
3774,23000
3775,39998
3776,21500
3777,40000
3778,7200
3779,64900
3780,14995
3781,23600
3782,18853
3783,22500
3784,6800
3785,24998
3786,89900
3787,94000
3788,24999
3789,20000
3790,31000
3791,75950
3792,25000
3793,7390
3794,10995
3795,66000
3796,21612
3797,38900
3798,16000
3799,7000
3800,72000
3801,155000
3802,18200
3803,16000
3804,32850
3805,23598
3806,33598
3807,117500
3808,17500
3809,49750
3810,12500
3811,209000
3812,57998
3813,34998
3814,17500
3815,25500
3816,17500
3817,5500
3818,9950
3819,5750
3820,18900
3821,22000
3822,18900
3823,20000
3824,5800
3825,8700
3826,15100
3827,47500
3828,49000
3829,98900
3830,26999
3831,17500
3832,12900
3833,19190
3834,6995
3835,39900
3836,6900
3837,52000
3838,22500
3839,66000
3840,28500
3841,18500
3842,65900
3843,34600
3844,12599
3845,26500
3846,37999
3847,19000
3848,17500
3849,32000
3850,9450
3851,57900
3852,16000
3853,39998
3854,70000
3855,26772
3856,65999
3857,16100
3858,32455
3859,6499
3860,67800
3861,33400
3862,15000
3863,11000
3864,11000
3865,15500
3866,11800
3867,51890
3868,78000
3869,45999
3870,39999
3871,14599
3872,18750
3873,30599
3874,18400
3875,49995
3876,8500
3877,21990
3878,11400
3879,185950
3880,11100
3881,85000
3882,25900
3883,28300
3884,12000
3885,6800
3886,27000
3887,12000
3888,63500
3889,50000
3890,25000
3891,46599
3892,14500
3893,32471
3894,193063
3895,24590
3896,83000
3897,54500
3898,10995
3899,15500
3900,144900
3901,22749
3902,69500
3903,85998
3904,41500
3905,31000
3906,29000
3907,45000
3908,18987
3909,17500
3910,29900
3911,23000
3912,9500
3913,36750
3914,80000
3915,31698
3916,36999
3917,7500
3918,66200
3919,279950
3920,65000
3921,60500
3922,72000
3923,29500
3924,24900
3925,70250
3926,27750
3927,78000
3928,6700
3929,28000
3930,17500
3931,20000
3932,21800
3933,10000
3934,22000
3935,51000
3936,19795
3937,72995
3938,33950
3939,10000
3940,34500
3941,55000
3942,84620
3943,27633
3944,19998
3945,18500
3946,28995
3947,4999
3948,17900
3949,35000
3950,29000
3951,17000
3952,28995
3953,10500
3954,15995
3955,10000
3956,45000
3957,34000
3958,19000
3959,39853
3960,17000
3961,75950
3962,39000
3963,14500
3964,11500
3965,71998
3966,9975
3967,30000
3968,13000
3969,42995
3970,16999
3971,19950
3972,38500
3973,12000
3974,34000
3975,31000
3976,16250
3977,20000
3978,9995
3979,9975
3980,17500
3981,29900
3982,53500
3983,34900
3984,9000
3985,29500
3986,16900
3987,45000
3988,27900
3989,4399
3990,24500
3991,15999
3992,45000
3993,28750
3994,23450
3995,32900
3996,56500
3997,53000
3998,53500
3999,18700
4000,21999
4001,21000
4002,14500
4003,29950
4004,34599
4005,33950
4006,229000
4007,188900
4008,30500
4009,11000
4010,6500
4011,28000
4012,85500
4013,49999
4014,88900
4015,31000
4016,14500
4017,46850
4018,15000
4019,14995
4020,92000
4021,59598
4022,55000
4023,25980
4024,17999
4025,29999
4026,8999
4027,15900
4028,63900
4029,9200
4030,70000
4031,12500
4032,36791
4033,29500
4034,46000
4035,32471
4036,27450
4037,104000
4038,46995
4039,16500
4040,35995
4041,10700
4042,54500
4043,59800
4044,48500
4045,42000
4046,31985
4047,22000
4048,43000
4049,17500
4050,12000
4051,8000
4052,32850
4053,94900
4054,15900
4055,17500
4056,44700
4057,226000
4058,45900
4059,59598
4060,38400
4061,21500
4062,27000
4063,10000
4064,31000
4065,22000
4066,58500
4067,51950
4068,46750
4069,73998
4070,31000
4071,18000
4072,10000
4073,8500
4074,31700
4075,38005
4076,6950
4077,55000
4078,75000
4079,16500
4080,20000
4081,89900
4082,10500
4083,38698
4084,6500
4085,38978
4086,85000
4087,15990
4088,217000
4089,21000
4090,93000
4091,9000
4092,14999
4093,18000
4094,36998
4095,70000
4096,26000
4097,19425
4098,27499
4099,35000
4100,30500
4101,32368
4102,75500
4103,250000
4104,51500
4105,31000
4106,60995
4107,36500
4108,102000
4109,9995
4110,45000
4111,44998
4112,11999
4113,115000
4114,185000
4115,417500
4116,15990
4117,64600
4118,26000
4119,19000
4120,27000
4121,49000
4122,43775
4123,47541
4124,6900
4125,39500
4126,7900
4127,54998
4128,65000
4129,30000
4130,44791
4131,31331
4132,48995
4133,15000
4134,68000
4135,28000
4136,44900
4137,96850
4138,35999
4139,49685
4140,10999
4141,22000
4142,11500
4143,69500
4144,46000
4145,34250
4146,29500
4147,179900
4148,157500
4149,19290
4150,19000
4151,31000
4152,29500
4153,26450
4154,28500
4155,9500
4156,33172
4157,54798
4158,19995
4159,23000
4160,84500
4161,49999
4162,40000
4163,35750
4164,1599000
4165,49900
4166,41000
4167,19995
4168,46750
4169,48998
4170,14699
4171,8000
4172,52000
4173,29900
4174,9950
4175,88900
4176,5000
4177,25500
4178,5230
4179,30500
4180,15900
4181,159000
4182,40459
4183,53600
4184,15500
4185,44750
4186,52500
4187,90000
4188,23000
4189,32000
4190,18500
4191,69000
4192,17816
4193,9999
4194,111000
4195,26599
4196,12900
4197,84645
4198,25000
4199,30999
4200,65000
4201,33000
4202,5700
4203,19500
4204,15900
4205,39998
4206,7390
4207,53000
4208,29900
4209,89995
